userId,startTime,endTime
2015011230,2015/10/21 11:44,2015/10/21 17:11
2015011203,2015/10/09 15:38,2015/10/09 16:37
2015011301,2015/10/09 16:34,2015/10/09 16:38
2015011109,2015/10/21 15:46,2015/10/21 15:58
2015011117,2015/10/21 22:20,2015/10/22 00:21
2015011223,2015/10/22 01:41,2015/10/22 02:25
2015011218,2015/10/21 22:31,2015/10/21 22:32
2015011110,2015/10/21 20:33,2015/10/22 00:10
2015011124,2015/10/21 13:11,2015/10/21 23:12
2015011209,2015/10/21 12:39,2015/10/21 13:18
2015011206,2015/10/21 23:02,2015/10/22 00:30
2015011222,2015/10/11 16:24,2015/10/22 00:07
2015011106,2015/10/21 22:47,2015/10/21 23:21
2015011224,2015/10/21 14:39,2015/10/22 01:33
2015011107,2015/10/21 22:08,2015/10/21 23:05
2015011204,2015/10/21 11:45,2015/10/21 23:51
2015011215,2015/10/21 16:40,2015/10/21 21:50
2015011221,2015/10/21 16:29,2015/10/21 23:54
2015011105,2015/10/22 05:47,2015/10/22 05:52
2015011126,2015/10/20 05:26,2015/10/21 19:16
2015011204,2015/10/02 22:35,2015/10/03 02:25
2015011201,2015/10/09 14:39,2015/10/09 16:39
2015011209,2015/10/03 12:22,2015/10/12 17:16
2015011221,2015/10/04 21:42,2015/10/04 23:38
2015011220,2015/10/22 05:56,2015/10/22 05:56
2015011128,2015/10/21 22:35,2015/10/21 22:42
2015011223,2015/10/05 21:22,2015/10/05 23:00
2015011122,2015/10/21 13:00,2015/10/21 20:25
2015011217,2015/10/14 03:59,2015/10/21 17:14
2015011218,2015/10/06 12:04,2015/10/06 16:25
2015011207,2015/10/09 07:25,2015/10/21 13:34
2015011106,2015/10/07 00:13,2015/10/07 00:27
2015011213,2015/10/09 16:25,2015/10/09 16:37
2015011207,2015/10/08 19:47,2015/10/08 23:09
2015011202,2015/10/21 05:43,2015/10/21 18:35
2015011129,2015/10/09 16:34,2015/10/09 16:35
2015011128,2015/10/09 16:43,2015/10/09 16:43
2015011113,2015/10/21 10:48,2015/10/22 02:00
2015011111,2015/10/21 19:53,2015/10/21 19:56
2015011213,2015/10/10 07:36,2015/10/11 00:13
2015011101,2015/10/18 14:54,2015/10/22 00:06
2015011115,2015/10/21 21:05,2015/10/21 23:00
2015011227,2015/10/21 17:20,2015/10/21 23:58
2015011126,2015/10/11 13:47,2015/10/11 19:27
2015011111,2015/10/12 17:01,2015/10/12 23:33
2015011226,2015/10/21 13:37,2015/10/21 14:35
2015011109,2015/10/13 07:32,2015/10/13 16:35
2015011110,2015/10/14 21:35,2015/10/14 23:26
2015011107,2015/10/15 14:36,2015/10/16 00:44
2015011108,2015/10/21 06:01,2015/10/21 23:04
2015011216,2015/10/22 00:07,2015/10/22 00:17
2015011109,2015/10/16 03:23,2015/10/20 00:06
2015011224,2015/10/17 06:01,2015/10/18 00:22
2015011214,2015/10/21 14:31,2015/10/21 23:04
2015011201,2015/10/18 06:02,2015/10/19 02:33
2015011203,2015/10/19 06:02,2015/10/19 23:04
2015011214,2015/10/20 19:15,2015/10/20 23:23
2015011105,2015/10/21 06:02,2015/10/21 23:04
2015011209,2015/10/22 09:20,2015/10/22 23:04
2015011216,2015/10/23 06:01,2015/10/23 23:04
2015011230,2015/10/24 23:54,2015/10/25 00:03
2015011220,2015/10/25 23:04,2015/10/26 00:49
2015011217,2015/10/26 23:05,2015/10/27 04:23
2015011209,2015/10/27 05:55,2015/10/27 05:55
2015011229,2015/10/21 23:05,2015/10/22 00:59
2015011209,2015/10/28 05:36,2015/10/28 05:40
2015011111,2015/10/29 06:01,2015/10/30 03:01
2015011126,2015/10/30 06:01,2015/10/30 23:04
2015011206,2015/10/01 06:01,2015/10/01 23:04
2015011214,2015/10/02 05:30,2015/10/11 00:58
2015011122,2015/10/03 10:22,2015/10/05 00:07
2015011114,2015/10/21 06:01,2015/10/21 23:04
2015011120,2015/10/21 15:11,2015/10/21 23:04
2015011105,2015/10/04 10:04,2015/10/04 19:02
2015011211,2015/10/21 15:19,2015/10/21 23:04
2015011208,2015/10/21 23:14,2015/10/22 00:21
2015011301,2015/10/05 17:44,2015/10/05 23:04
2015011219,2015/10/21 06:01,2015/10/21 23:04
2015011202,2015/10/06 23:41,2015/10/07 00:24
2015011213,2015/10/07 18:09,2015/10/07 22:53
2015011209,2015/10/08 22:54,2015/10/09 00:40
2015011124,2015/10/09 06:01,2015/10/09 23:04
2015011117,2015/10/10 23:04,2015/10/10 23:16
2015011113,2015/10/11 19:38,2015/10/11 23:02
2015011105,2015/10/12 08:50,2015/10/12 23:19
2015011207,2015/10/13 02:46,2015/10/13 04:02
2015011114,2015/10/14 23:56,2015/10/15 00:09
2015011227,2015/10/15 23:07,2015/10/16 01:54
2015011102,2015/10/21 23:08,2015/10/22 01:02
2015011104,2015/10/21 11:13,2015/10/21 19:54
2015011203,2015/10/16 23:04,2015/10/17 01:02
2015011129,2015/10/17 23:16,2015/10/17 23:21
2015011112,2015/10/22 00:56,2015/10/22 01:36
2015011230,2015/10/18 00:38,2015/10/18 01:25
2015011113,2015/10/19 06:01,2015/10/19 23:04
2015011103,2015/10/21 06:01,2015/10/21 23:04
2015011115,2015/10/20 06:01,2015/10/20 23:04
2015011103,2015/10/21 23:11,2015/10/21 23:27
2015011105,2015/10/22 21:30,2015/10/22 23:04
2015011127,2015/10/21 22:37,2015/10/21 22:38
2015011122,2015/10/23 23:04,2015/10/24 05:56
2015011226,2015/10/24 22:21,2015/10/24 23:04
2015011203,2015/10/25 06:02,2015/10/25 23:04
2015011212,2015/10/21 23:06,2015/10/21 23:46
2015011212,2015/10/26 23:05,2015/10/26 23:10
2015011222,2015/10/27 21:55,2015/10/27 23:04
2015011217,2015/10/28 06:01,2015/10/28 23:04
2015011104,2015/10/29 07:57,2015/10/29 09:01
2015011211,2015/10/30 09:14,2015/10/30 23:04
2015011218,2015/10/01 06:01,2015/10/02 02:45
2015011126,2015/10/02 11:38,2015/10/11 00:09
2015011127,2015/10/03 05:42,2015/10/03 05:45
2015011225,2015/10/21 21:09,2015/10/21 21:12
2015011201,2015/10/04 06:01,2015/10/04 23:04
2015011107,2015/10/05 06:01,2015/10/05 23:05
2015011204,2015/10/06 06:01,2015/10/06 23:04
2015011205,2015/10/21 23:20,2015/10/21 23:33
2015011202,2015/10/07 14:17,2015/10/07 23:04
2015011118,2015/10/21 06:01,2015/10/21 23:04
2015011212,2015/10/08 06:01,2015/10/08 23:04
2015011118,2015/10/09 06:01,2015/10/12 04:23
2015011119,2015/10/21 07:48,2015/10/21 23:04
2015011122,2015/10/10 06:01,2015/10/10 23:04
2015011125,2015/10/21 22:17,2015/10/22 00:24
2015011227,2015/10/11 16:00,2015/10/11 23:41
2015011109,2015/10/12 20:33,2015/10/13 00:15
2015011224,2015/10/13 22:50,2015/10/14 00:11
2015011111,2015/10/14 06:01,2015/10/14 23:04
2015011222,2015/10/15 06:02,2015/10/15 23:04
2015011212,2015/10/16 17:53,2015/10/17 03:30
2015011215,2015/10/17 23:52,2015/10/18 00:28
2015011301,2015/10/18 06:01,2015/10/18 23:04
2015011111,2015/10/19 17:46,2015/10/19 23:04
2015011212,2015/10/20 06:01,2015/10/20 23:04
2015011215,2015/10/21 14:36,2015/10/21 22:48
2015011123,2015/10/21 06:01,2015/10/21 23:05
2015011213,2015/10/22 13:51,2015/10/22 23:04
2015011204,2015/10/23 09:17,2015/10/23 23:04
2015011208,2015/10/24 06:01,2015/10/24 23:04
2015011103,2015/10/25 06:01,2015/10/25 23:04
2015011216,2015/10/26 23:04,2015/10/27 00:09
2015011209,2015/10/27 23:07,2015/10/28 03:20
2015011111,2015/10/28 06:38,2015/10/28 23:04
2015011202,2015/10/29 06:01,2015/10/29 23:04
2015011207,2015/10/30 23:09,2015/10/30 23:18
2015011121,2015/10/21 06:01,2015/10/21 23:04
2015011123,2015/10/01 06:01,2015/10/01 23:04
2015011226,2015/10/02 10:55,2015/10/03 18:20
2015011203,2015/10/03 06:01,2015/10/03 23:04
2015011129,2015/10/04 23:04,2015/10/04 23:39
2015011106,2015/10/05 23:11,2015/10/05 23:46
2015011229,2015/10/06 07:49,2015/10/06 23:04
2015011301,2015/10/07 12:36,2015/10/07 23:04
2015011109,2015/10/08 23:28,2015/10/11 07:56
2015011125,2015/10/09 06:39,2015/10/09 23:04
2015011129,2015/10/10 23:04,2015/10/11 00:09
2015011223,2015/10/11 23:04,2015/10/12 00:58
2015011228,2015/10/21 06:02,2015/10/21 23:04
2015011208,2015/10/12 21:23,2015/10/12 23:04
2015011116,2015/10/21 22:40,2015/10/21 23:14
2015011208,2015/10/13 06:01,2015/10/13 23:04
2015011226,2015/10/14 06:01,2015/10/14 23:04
2015011217,2015/10/15 12:34,2015/10/15 00:09
2015011205,2015/10/16 06:01,2015/10/17 00:09
2015011112,2015/10/17 23:04,2015/10/18 02:58
2015011114,2015/10/18 08:23,2015/10/18 23:04
2015011221,2015/10/19 23:04,2015/10/20 01:13
2015011119,2015/10/20 20:02,2015/10/20 20:25
2015011205,2015/10/21 17:33,2015/10/21 23:19
2015011128,2015/10/22 17:30,2015/10/22 23:04
2015011124,2015/10/23 06:02,2015/10/23 23:04
2015011103,2015/10/24 08:23,2015/10/24 23:04
2015011102,2015/10/25 08:49,2015/10/25 22:50
2015011104,2015/10/26 13:27,2015/10/26 23:04
2015011214,2015/10/27 23:04,2015/10/28 01:17
2015011114,2015/10/28 06:01,2015/10/28 23:04
2015011206,2015/10/29 06:01,2015/10/29 23:05
2015011229,2015/10/30 23:04,2015/10/31 03:33
2015011106,2015/10/01 23:05,2015/10/02 02:57
2015011201,2015/10/02 16:23,2015/10/02 23:05
2015011214,2015/10/03 06:01,2015/10/03 23:04
2015011222,2015/10/04 13:05,2015/10/04 23:05
2015011221,2015/10/05 20:17,2015/10/05 23:04
2015011202,2015/10/06 00:07,2015/10/06 03:19
2015011228,2015/10/07 06:01,2015/10/07 23:04
2015011206,2015/10/08 06:02,2015/10/08 23:04
2015011222,2015/10/09 15:19,2015/10/16 11:47
2015011127,2015/10/10 06:01,2015/10/10 23:05
2015011121,2015/10/11 06:27,2015/10/11 22:56
2015011120,2015/10/12 00:07,2015/10/12 00:51
2015011226,2015/10/13 06:02,2015/10/13 23:04
2015011216,2015/10/14 09:08,2015/10/14 21:22
2015011226,2015/10/15 12:29,2015/10/15 23:04
2015011210,2015/10/21 22:54,2015/10/21 23:04
2015011224,2015/10/16 10:07,2015/10/16 16:43
2015011301,2015/10/17 23:04,2015/10/18 00:46
2015011210,2015/10/18 23:04,2015/10/19 05:32
2015011207,2015/10/19 09:01,2015/10/19 23:04
2015011213,2015/10/20 01:45,2015/10/20 23:04
2015011229,2015/10/21 23:04,2015/10/22 04:28
2015011228,2015/10/22 23:04,2015/10/23 03:09
2015011128,2015/10/23 05:18,2015/10/24 00:11
2015011116,2015/10/24 20:36,2015/10/25 00:26
2015011121,2015/10/25 17:20,2015/10/28 00:26
2015011129,2015/10/26 22:29,2015/10/26 23:55
2015011108,2015/10/27 16:15,2015/10/27 17:48
2015011227,2015/10/28 12:29,2015/10/28 16:40
2015011205,2015/10/29 07:30,2015/10/30 00:12
2015011115,2015/10/30 23:05,2015/10/31 00:26
2015011105,2015/10/01 05:18,2015/10/02 00:12
2015011108,2015/10/02 00:07,2015/10/05 00:27
2015011217,2015/10/03 20:29,2015/10/04 00:26
2015011214,2015/10/04 05:18,2015/10/05 00:12
2015011206,2015/10/05 08:52,2015/10/06 00:12
2015011216,2015/10/06 00:14,2015/10/06 00:26
2015011203,2015/10/07 12:06,2015/10/08 00:12
2015011206,2015/10/08 21:41,2015/10/09 00:02
2015011207,2015/10/09 18:48,2015/10/10 00:09
2015011204,2015/10/10 11:57,2015/10/11 00:13
2015011203,2015/10/11 12:08,2015/10/12 00:13
2015011206,2015/10/12 19:35,2015/10/13 00:12
2015011226,2015/10/13 19:45,2015/10/13 22:40
2015011202,2015/10/14 05:18,2015/10/15 00:12
2015011113,2015/10/15 12:17,2015/10/15 21:53
2015011219,2015/10/16 00:12,2015/10/10 00:26
2015011229,2015/10/17 05:18,2015/10/18 00:13
2015011230,2015/10/18 09:42,2015/10/19 00:12
2015011106,2015/10/19 21:52,2015/10/20 00:12
2015011207,2015/10/20 05:18,2015/10/21 00:13
2015011126,2015/10/21 10:20,2015/10/28 00:26
2015011222,2015/10/22 00:15,2015/10/22 00:26
2015011202,2015/10/23 05:30,2015/10/31 00:07
2015011227,2015/10/24 00:14,2015/10/24 00:26
2015011205,2015/10/25 22:30,2015/10/26 00:08
2015011223,2015/10/26 21:41,2015/10/27 00:26
2015011112,2015/10/27 21:29,2015/10/28 00:26
2015011110,2015/10/28 05:18,2015/10/29 00:12
2015011113,2015/10/29 05:39,2015/10/29 05:40
2015011124,2015/10/30 07:22,2015/10/31 00:26
2015011206,2015/10/01 07:30,2015/10/02 00:12
2015011215,2015/10/02 12:16,2015/10/03 00:12
2015011214,2015/10/03 15:22,2015/10/03 23:18
2015011220,2015/10/04 14:01,2015/10/04 22:22
2015011230,2015/10/05 05:18,2015/10/06 00:12
2015011220,2015/10/06 05:18,2015/10/07 00:12
2015011212,2015/10/07 20:34,2015/10/07 20:34
2015011212,2015/10/08 12:42,2015/10/08 19:12
2015011105,2015/10/09 05:18,2015/10/10 00:12
2015011221,2015/10/10 05:18,2015/10/11 00:12
2015011212,2015/10/11 00:23,2015/10/11 00:26
2015011211,2015/10/12 05:18,2015/10/13 00:12
2015011104,2015/10/13 18:12,2015/10/16 00:26
2015011117,2015/10/14 11:52,2015/10/15 00:12
2015011116,2015/10/15 07:53,2015/10/16 00:26
2015011102,2015/10/16 08:31,2015/10/16 23:59
2015011124,2015/10/17 13:37,2015/10/29 00:26
2015011101,2015/10/18 00:07,2015/10/18 00:26
2015011225,2015/10/19 05:18,2015/10/20 00:26
2015011116,2015/10/20 10:19,2015/10/21 00:12
2015011122,2015/10/21 22:25,2015/10/22 00:26
2015011223,2015/10/22 05:18,2015/10/23 00:12
2015011113,2015/10/23 09:51,2015/10/24 00:12
2015011301,2015/10/24 10:23,2015/10/25 00:11
2015011224,2015/10/25 04:59,2015/10/25 05:04
2015011210,2015/10/26 14:52,2015/10/27 00:12
2015011118,2015/10/27 00:12,2015/10/27 00:26
2015011119,2015/10/28 05:18,2015/10/29 00:12
2015011126,2015/10/29 00:03,2015/10/29 00:26
2015011125,2015/10/30 05:18,2015/10/31 00:12
2015011223,2015/10/01 00:13,2015/10/01 00:27
2015011201,2015/10/02 05:18,2015/10/03 00:09
2015011203,2015/10/03 05:18,2015/10/04 00:12
2015011227,2015/10/04 05:18,2015/10/05 00:11
2015011222,2015/10/05 00:03,2015/10/05 00:26
2015011111,2015/10/06 14:21,2015/10/06 22:13
2015011103,2015/10/07 09:43,2015/10/08 00:12
2015011210,2015/10/08 00:03,2015/10/08 00:26
2015011117,2015/10/09 11:47,2015/10/10 00:12
2015011205,2015/10/10 05:18,2015/10/11 00:12
2015011116,2015/10/11 22:28,2015/10/12 00:11
2015011119,2015/10/12 11:14,2015/10/13 00:11
2015011210,2015/10/13 00:02,2015/10/13 00:26
2015011224,2015/10/14 00:11,2015/10/14 00:26
2015011124,2015/10/15 11:22,2015/10/17 04:44
2015011107,2015/10/16 18:47,2015/10/17 00:26
2015011226,2015/10/17 05:18,2015/10/18 00:09
2015011109,2015/10/18 19:19,2015/10/18 23:53
2015011119,2015/10/19 05:18,2015/10/19 05:34
2015011229,2015/10/20 15:46,2015/10/22 00:26
2015011113,2015/10/21 20:25,2015/10/24 00:26
2015011205,2015/10/22 05:18,2015/10/23 00:12
2015011127,2015/10/23 05:18,2015/10/24 00:12
2015011214,2015/10/24 23:20,2015/10/25 00:26
2015011204,2015/10/25 19:01,2015/10/26 00:26
2015011216,2015/10/26 00:12,2015/10/26 00:16
2015011121,2015/10/27 00:12,2015/10/27 00:16
2015011227,2015/10/28 18:33,2015/10/29 00:12
2015011120,2015/10/29 05:18,2015/10/30 00:12
2015011204,2015/10/30 18:38,2015/10/31 00:12
2015011115,2015/10/01 00:12,2015/10/01 00:16
2015011210,2015/10/02 05:18,2015/10/03 00:12
2015011217,2015/10/03 05:18,2015/10/04 00:12
2015011214,2015/10/04 00:12,2015/10/04 00:18
2015011213,2015/10/05 21:16,2015/10/05 22:56
2015011211,2015/10/06 07:50,2015/10/06 22:45
2015011230,2015/10/07 05:18,2015/10/08 00:12
2015011114,2015/10/08 05:18,2015/10/09 00:12
2015011126,2015/10/09 16:37,2015/10/09 16:39
2015011118,2015/10/10 17:19,2015/10/10 23:33
2015011230,2015/10/11 14:46,2015/10/12 00:05
2015011101,2015/10/12 00:18,2015/10/12 00:26
2015011217,2015/10/13 05:18,2015/10/13 05:27
2015011212,2015/10/14 07:59,2015/10/14 11:32
2015011201,2015/10/15 00:22,2015/10/15 00:26
2015011114,2015/10/16 05:18,2015/10/17 00:12
2015011211,2015/10/17 00:22,2015/10/17 00:26
2015011214,2015/10/18 05:18,2015/10/19 00:13
2015011129,2015/10/19 16:29,2015/10/15 00:26
2015011216,2015/10/20 05:30,2015/10/29 05:24
2015011117,2015/10/21 23:30,2015/10/22 00:26
2015011205,2015/10/22 19:54,2015/10/23 00:03
2015011204,2015/10/23 12:46,2015/10/24 00:13
2015011112,2015/10/24 06:55,2015/10/24 23:24
2015011118,2015/10/25 21:17,2015/10/25 22:46
2015011114,2015/10/26 17:58,2015/10/26 23:08
2015011102,2015/10/27 22:39,2015/10/28 00:13
2015011103,2015/10/28 23:19,2015/10/28 23:22
2015011125,2015/10/29 19:25,2015/10/30 00:13
2015011116,2015/10/30 05:18,2015/10/31 00:13
2015011102,2015/10/01 21:34,2015/10/02 00:26
2015011106,2015/10/02 05:18,2015/10/03 00:13
2015011228,2015/10/03 07:20,2015/10/04 00:07
